"고유번호","읍면동코드","읍면동명 한글","읍면동명 영문","위도","경도"
"401","11440105","용강동","Yonggang-dong","37.5412913","126.9404517"
"402","11560112","당산동2가","Dangsan-dong 2(i)-ga","37.5224645","126.8938154"
"403","11290115","삼선동5가","Samseon-dong 5(o)-ga","37.5885476","127.0160023"
"404","11290113","삼선동3가","Samseon-dong 3(sam)-ga","37.5867502","127.0134422"
"405","11290107","동소문동4가","Dongsomun-dong 4(sa)-ga","37.5918678","127.0106032"
"407","11170107","동자동","Dongja-dong","37.5515203","126.9729157"
"408","11170121","용문동","Yongmun-dong","37.5377219","126.9597101"
"444","11560109","영등포동8가","Yeongdeungpo-dong 8(pal)-ga","37.5290851","126.9050152"
"453","11560125","양평동1가","Yangpyeong-dong 1(il)-ga","37.5231837","126.8886738"
"458","11560106","영등포동5가","Yeongdeungpo-dong 5(o)-ga","37.5210399","126.9068178"
"467","11170112","원효로1가","Wonhyoro 1(iI)-ga","37.5399032","126.967552"
"397","11200103","홍익동","Hongik-dong","37.5671038","127.0327206"
"384","11170105","남영동","Namyeong-dong","37.5428503","126.9733902"
"387","11710106","삼전동","Samjeon-dong","37.5018103","127.0897701"
"388","11560123","문래동5가","Mullae-dong 5(o)-ga","37.5163676","126.88352"
"390","11440107","마포동","Mapo-dong","37.536882","126.9436223"
"391","11410103","합동","Hap-dong","37.5613616","126.9662488"
"392","11410104","미근동","Migeun-dong","37.5635697","126.9673975"
"369","11440121","동교동","Donggyo-dong","37.5580953","126.9258052"
"371","11170117","원효로3가","Wonhyoro 3(sam)-ga","37.5343201","126.9577325"
"372","11170132","동빙고동","Dongbinggo-dong","37.5235803","126.9951773"
"374","11290119","동선동4가","Dongseon-dong 4(sa)-ga","37.5951321","127.018831"
"423","11290137","상월곡동","Sangwolgok-dong","37.6060556","127.0475391"
"424","11290125","안암동5가","Anam-dong 5(o)-ga","37.5884384","127.0295871"
"425","11200112","금호동4가","Geumho-dong 4(sa)-ga","37.5452026","127.0229979"
"426","11170104","갈월동","Garwol-dong","37.5449357","126.9730567"
"428","11650109","내곡동","Naegok-dong","37.4583407","127.0770854"
"429","11410110","북아현동","Bugahyeon-dong","37.5636974","126.9549005"
"430","11290136","하월곡동","Hawolgok-dong","37.6041679","127.0378888"
"431","11200114","성수동1가","Seongsu-dong 1(il)-ga","37.5431193","127.0416557"
"433","11215105","자양동","Jayang-dong","37.5323755","127.0744813"
"434","11290101","성북동","Seongbuk-dong","37.5963213","126.9925434"
"435","11170106","용산동1가","Yongsan-dong 1(il)-ga","37.5402662","126.9769712"
"437","11170115","산천동","Sancheon-dong","37.5357088","126.9515063"
"438","11170113","원효로2가","Wonhyoro 2(i)-ga","37.5363505","126.9634641"
"439","11560124","문래동6가","Mullae-dong 6(yuk)-ga","37.5200428","126.8841715"
"409","11290111","삼선동1가","Samseon-dong 1(il)-ga","37.5843841","127.0075168"
"411","11560113","당산동3가","Dangsan-dong 3(sam)-ga","37.526241","126.8974286"
"412","11170114","신창동","Sinchang-dong","37.5358397","126.9549629"
"414","11560102","영등포동1가","Yeongdeungpo-dong 1(il)-ga","37.517729","126.912671"
"416","11290121","안암동1가","Anam-dong 1(il)-ga","37.5887176","127.02229"
"417","11290122","안암동2가","Anam-dong 2(i)-ga","37.5868415","127.0232698"
"418","11560122","문래동4가","Mullae-dong 4(sa)-ga","37.5144685","126.890154"
"419","11560126","양평동2가","Yangpyeong-dong 2(i)-ga","37.5233387","126.8839348"
"420","11560120","문래동2가","Mullae-dong 2(i)-ga","37.5127162","126.8935378"
"422","11200101","상왕십리동","Sangwangsimni-dong","37.5684665","127.0255502"
"427","11560107","영등포동6가","Yeongdeungpo-dong 6(yuk)-ga","37.5222528","126.9030391"
"445","11290112","삼선동2가","Samseon-dong 2(i)-ga","37.5848587","127.0118859"
"446","11710102","신천동","Sincheon-dong","37.5250784","127.0921993"
"447","11560105","영등포동4가","Yeongdeungpo-dong 4(sa)-ga","37.517862","126.9038988"
"448","11170127","용산동5가","Yongsan-dong 5(o)-ga","37.5256032","126.9740052"
"449","11560129","양평동5가","Yangpyeong-dong 5(o)-ga","37.5389197","126.8929397"
"455","11560119","문래동1가","Mullae-dong 1(il)-ga","37.5118742","126.8975741"
"456","11560110","여의도동","Yeouido-dong","37.5284328","126.9273756"
"457","11560128","양평동4가","Yangpyeong-dong 4(sa)-ga","37.536431","126.8962335"
"459","11200108","응봉동","Eungbong-dong","37.5505366","127.0348589"
"460","11710114","마천동","Macheon-dong","37.497466","127.1515613"
"461","11200118","송정동","Songjeong-dong","37.5541037","127.0621617"
"462","11170123","신계동","Singye-dong","37.535453","126.9646997"
"463","11170133","서빙고동","Seobinggo-dong","37.5191265","126.9914013"
"25","11110102","신교동","Singyo-dong","37.584442","126.9676999"
"34","11110116","도렴동","Doryeom-dong","37.5727248","126.9746765"
"51","11590101","노량진동","Noryangjin-dong","37.5115","126.9415121"
"35","11590106","동작동","Dongjak-dong","37.4999089","126.973677"
"191","11140154","오장동","Ojang-dong","37.5644435","127.0010471"
"200","11110180","교북동","Gyobuk-dong","37.5714262","126.9613044"
"234","11500106","내발산동","Naebalsan-dong","37.5536081","126.8346846"
"464","11170134","주성동","Juseong-dong","37.5215716","127.0002871"
"465","11170122","문배동","Munbae-dong","37.5371288","126.9690036"
"466","11170103","용산동4가","Yongsan-dong 4(sa)-ga","37.5305892","126.9858837"
"451","11560133","대림동","Daerim-dong","37.4970578","126.9009238"
"452","11290116","동선동1가","Dongseon-dong 1(il)-ga","37.5924569","127.0182089"
"454","11170126","용산동3가","Yongsan-dong 3(sam)-ga","37.5321655","126.97629"
"440","11170116","청암동","Cheongam-dong","37.5342588","126.9468781"
"441","11560103","영등포동2가","Yeongdeungpo-dong 2(i)-ga","37.5208906","126.91267"
"442","11560121","문래동3가","Mullae-dong 3(sam)-ga","37.5171092","126.8959578"
"443","11170108","서계동","Seogye-dong","37.5526054","126.9665242"
"260","11650101","방배동","Bangbae-dong","37.4790075","126.9959106"
"413","11560116","당산동6가","Dangsan-dong 6(yuk)-ga","37.5347504","126.9031696"
"255","11350105","상계동","Sanggye-dong","37.6664734","127.0723256"
